ObjID ra dec z
"2MASX J16042982+2919363SP1" 241.12408447265625 29.326805114746094 0.081635 1 "Liner"
"2MASX J16091504+4904493SP1" 242.3127899169922 49.080360412597656 0.11113 1 "Liner"
"SDSS J161244.02+521953.9SP1" 243.18345642089844 52.3316650390625 0.18168 1 "Liner"
"2MASX J16125859+2933235SP1" 243.24412536621094 29.556612014770508 0.061037 1 "Liner"
"SDSS J161325.68+523412.0SP1" 243.35728454589844 52.56997299194336 0.298327 1 "Liner"
"SDSS J161732.15-001701.6SP1" 244.3839569091797 -0.28377777338027954 0.057374 1 "Liner"

"SDSS J163620.40-000828.4SP2" 249.0853271484375 -0.14122222363948822 0.087479 1 "Liner"
"SDSS J164450.87+415547.2SP1" 251.21200561523438 41.929779052734375 0.096812 1 "Liner"
"2MASX J16464090+2950063SP1" 251.6705780029297 29.835166931152344 0.062332 1 "Liner"
"SDSS J165102.64+421314.1SP1" 252.76133728027344 42.220638275146484 0.253741 1 "Liner"
"SDSS J165102.64+421314.1SP2" 252.76133728027344 42.220638275146484 0.253741 1 "Liner"
"2MASX J16535206+6211495SP1" 253.4671630859375 62.197139739990234 0.106069 1 "Liner"
"2MASX J16535206+6211495SP2" 253.4671630859375 62.197139739990234 0.106069 1 "Liner"

"SDSS J170918.48+621731.5SP1" 257.32745361328125 62.292083740234375 0.191098 1 "Liner"
"SDSS J170918.48+621731.5SP2" 257.32745361328125 62.292083740234375 0.191098 1 "Liner"
"SDSS J171217.99+645906.7SP1" 258.07501220703125 64.98522186279297 0.183735 1 "Liner"
"SDSS J213532.34-074744.4SP1" 323.8847961425781 -7.795666694641113 0.310999 1 "Liner"
"SDSS J213532.34-074744.4SP2" 323.8847961425781 -7.795666694641113 0.310999 1 "Liner"
"SDSS J232053.76+010559.2SP1" 350.2244567871094 1.099833369255066 0.260533 1 "Liner"
"SDSS J235641.20-010456.2SP1" 359.1716613769531 -1.0823055505752563 0.291503 1 "Liner"
